domain,dataset,method,mean_quality,std_quality,mean_cost,std_cost,mean_latency,std_latency
manufacturing,yahoo_anomaly,MetaPipe,1.582367277161555,1.2302617903910682,0.2491199975251263,0.1396390151239042,985.3538032818356,271.7207190366269
manufacturing,yahoo_anomaly,Random,1.549848052088607,1.1056118032636124,0.2691725941883479,0.1415262586811558,1015.361173769044,293.6719262116522
manufacturing,yahoo_anomaly,Greedy-Cost,1.4776624152212208,1.103734527297945,0.2586287204928771,0.1470433840994423,997.0318750227332,282.81144024925527
manufacturing,yahoo_anomaly,Greedy-Quality,1.529704036627662,1.2309201931007123,0.2397296882548568,0.1353268145544321,1005.0114761137723,284.9402357002232
manufacturing,yahoo_anomaly,Thompson,1.299707793261876,0.9713256046273632,0.2674184659576514,0.1500226346527474,1001.6129990453704,283.0737183502954
manufacturing,yahoo_anomaly,Static-Best,1.6270769604237436,1.1651787336814652,0.2662399522757583,0.1444249433050501,966.824062028096,270.1227016508695
