domain,dataset,method,mean_quality,std_quality,mean_cost,std_cost,mean_latency,std_latency
traffic,pems_traffic,MetaPipe,3.8436244832383166,2.866159428954788,0.2359674979383253,0.1455235615397491,953.6472295024428,265.24486255681336
traffic,pems_traffic,Random,3.171864503945997,2.312022463784482,0.2444739086606797,0.1435820633381204,1021.5985965016282,292.26247665008
traffic,pems_traffic,Greedy-Cost,3.1659438658361343,2.352211967343089,0.2638905131423854,0.1480688124576057,1035.5701451537418,286.8809903449331
traffic,pems_traffic,Greedy-Quality,2.9498022463004965,2.267438963498858,0.2620516243989979,0.1430490650943564,1000.776605537515,263.63185478002725
traffic,pems_traffic,Thompson,3.1655254490054983,2.4944788155647477,0.2551137439489423,0.1451653061416409,927.4345939912592,286.51535976938015
traffic,pems_traffic,Static-Best,3.1549870474159265,2.5093922923700887,0.2463458983149065,0.1462884578461531,959.815458103353,288.89173343680375
